weight_id,search_origin,weight_F1,weight_F3,weight_F4,excluded_outer_substation,inner_substations,inner_macro_precision,inner_macro_recall,inner_macro_f1,inner_pooled_tp,inner_pooled_fp,inner_pooled_fn,mean_inner_threshold,minimum_inner_threshold,maximum_inner_threshold,selection_context
weight_0150,grid,0.6000000000000001,0.35000000000000003,0.05,beta_A,7,0.5216634389877878,0.7023442831678126,0.5739063144118494,401,158,44,0.27311384677886963,0.19564849138259888,0.43746280670166016,outer_holdout_beta_A
weight_0151,grid,0.65,0.05,0.30000000000000004,beta_A,7,0.6759646757813887,0.6664281470163822,0.6537309253267759,376,52,69,0.6755448154040745,0.6692643165588379,0.6796483397483826,outer_holdout_beta_A
weight_0152,grid,0.65,0.1,0.25,beta_A,7,0.663877977689691,0.6573688141923436,0.6389289863772529,369,56,76,0.6273758666855949,0.5952524542808533,0.6381446123123169,outer_holdout_beta_A
weight_0153,grid,0.65,0.15000000000000002,0.2,beta_A,7,0.6263247193532812,0.6415609880315764,0.5977913348187223,356,96,89,0.5480493903160095,0.35809844732284546,0.6266515254974365,outer_holdout_beta_A
weight_0154,grid,0.65,0.2,0.15000000000000002,beta_A,7,0.6268682922785068,0.6317309226720991,0.5942459085083308,352,82,93,0.5095883011817932,0.3623918890953064,0.5934461355209351,outer_holdout_beta_A
weight_0155,grid,0.65,0.25,0.1,beta_A,7,0.5953118682791612,0.6553506493506494,0.582665142464185,365,117,80,0.42509433201381136,0.2574639618396759,0.5329922437667847,outer_holdout_beta_A
weight_0156,grid,0.65,0.30000000000000004,0.05,beta_A,7,0.5533674945387991,0.660594346829641,0.5692047491724842,371,124,74,0.37457482729639324,0.1962265968322754,0.46366387605667114,outer_holdout_beta_A
weight_0157,grid,0.7000000000000001,0.05,0.25,beta_A,7,0.6718242352346381,0.6545289873525167,0.6428993216823756,367,54,78,0.6608995028904506,0.652744472026825,0.6793216466903687,outer_holdout_beta_A
weight_0158,grid,0.7000000000000001,0.1,0.2,beta_A,7,0.6162344939572633,0.6485702402172989,0.5958639012579994,362,90,83,0.5816420231546674,0.4395313858985901,0.639515221118927,outer_holdout_beta_A
weight_0159,grid,0.7000000000000001,0.15000000000000002,0.15000000000000002,beta_A,7,0.6008661547740344,0.6280646804176216,0.568469159304388,347,111,98,0.5106305394853864,0.32034897804260254,0.6140263080596924,outer_holdout_beta_A
weight_0160,grid,0.7000000000000001,0.2,0.1,beta_A,7,0.6180315615531563,0.657478821831763,0.6051113440659924,367,91,78,0.47434607573917936,0.33586814999580383,0.562386691570282,outer_holdout_beta_A
weight_0161,grid,0.7000000000000001,0.25,0.05,beta_A,7,0.5642384402556193,0.6596450216450217,0.573809065762816,369,123,76,0.3934888264962605,0.21486185491085052,0.4914853870868683,outer_holdout_beta_A
